758,52,172,90,"2016-07-06 15:07:35"
258,52,12,90,"2016-07-06 15:13:24"
258,52,12,90,"2016-07-06 15:20:04"
258,52,12,90,"2016-07-06 15:20:46"
758,52,10,90,"2016-07-06 15:21:35"
78,52,10,90,"2016-07-06 15:23:59"
0,0,0,0,"2016-07-06 16:13:37"
0,232.26338,50.273298,0,"2016-07-06 16:15:06"
0,232.53109,49.946089,0,"2016-07-06 16:15:08"
0,232.42259,49.964369,0,"2016-07-06 16:15:09"
0,232.49604,49.947274,0,"2016-07-06 16:15:11"
0,232.38550,49.965181,0,"2016-07-06 16:15:12"
0,232.13883,49.954323,0,"2016-07-06 16:15:13"
0,232.30120,49.942067,0,"2016-07-06 16:15:14"
0,231.96735,49.955072,0,"2016-07-06 16:15:15"
0,232.75644,50.000000,0,"2016-07-06 16:15:16"
0,232.30018,49.947680,0,"2016-07-06 16:15:17"
0,232.25011,49.947836,0,"2016-07-06 16:15:18"
0,231.73821,49.961374,0,"2016-07-06 16:15:19"
0,232.02754,49.955165,0,"2016-07-06 16:15:20"
0,232.12213,49.956787,0,"2016-07-06 16:15:21"
0,231.82724,50.000000,0,"2016-07-06 16:15:22"
0,232.07334,49.952545,0,"2016-07-06 16:15:23"
0,231.98089,49.960063,0,"2016-07-06 16:15:24"
0,232.39691,49.952452,0,"2016-07-06 16:15:25"
0,232.18120,50.000000,0,"2016-07-06 16:15:26"
0,232.49963,49.943595,0,"2016-07-06 16:15:27"
0,232.79753,49.966959,0,"2016-07-06 16:15:28"
0,232.50991,50.000000,0,"2016-07-06 16:15:29"
0,232.91501,49.961342,0,"2016-07-06 16:15:30"
0,232.42259,49.955945,0,"2016-07-06 16:15:31"
0,232.35582,49.948522,0,"2016-07-06 16:15:32"
0,231.88844,49.963215,0,"2016-07-06 16:15:33"
0,231.93295,49.956912,0,"2016-07-06 16:15:34"
0,232.15552,49.959439,0,"2016-07-06 16:15:35"
0,231.67144,50.269760,0,"2016-07-06 16:15:36"
0,232.11657,49.960500,0,"2016-07-06 16:15:37"
0,231.97747,50.286318,0,"2016-07-06 16:15:40"
0,231.85506,50.000000,0,"2016-07-06 16:15:41"
0,232.13124,50.286823,0,"2016-07-06 16:15:42"
0,232.25011,49.967053,0,"2016-07-06 16:15:43"
0,232.05907,49.963495,0,"2016-07-06 16:15:45"
0,232.13326,49.966023,0,"2016-07-06 16:15:45"
0,232.24136,49.965524,0,"2016-07-06 16:15:46"
0,232.61076,50.000000,0,"2016-07-06 16:15:47"
0,232.73975,49.968770,0,"2016-07-06 16:15:49"
0,232.47452,49.965929,0,"2016-07-06 16:15:50"
0,232.54586,49.965680,0,"2016-07-06 16:15:51"
0,232.25264,49.977916,0,"2016-07-06 16:15:52"
0,232.36139,49.968894,0,"2016-07-06 16:15:53"
0,232.68411,49.968395,0,"2016-07-06 16:15:54"
0,232.71749,49.981601,0,"2016-07-06 16:15:55"
0,232.14995,49.981351,0,"2016-07-06 16:15:56"
0,232.56726,49.978946,0,"2016-07-06 16:15:58"
0,232.21116,49.967178,0,"2016-07-06 16:15:58"
0,232.77698,49.965929,0,"2016-07-06 16:15:59"
0,232.79893,49.988315,0,"2016-07-06 16:16:00"
0,232.56640,49.971672,0,"2016-07-06 16:16:01"
0,232.28906,49.979758,0,"2016-07-06 16:16:02"
0,232.97215,50.284200,0,"2016-07-06 16:16:03"
0,232.62290,49.979665,0,"2016-07-06 16:16:04"
0,233.26491,49.978353,0,"2016-07-06 16:16:06"
0,232.96787,49.966678,0,"2016-07-06 16:16:06"
0,232.45855,49.976979,0,"2016-07-06 16:16:07"
0,232.42773,49.980508,0,"2016-07-06 16:16:08"
0,232.68967,49.977229,0,"2016-07-06 16:16:09"
0,232.58952,49.978135,0,"2016-07-06 16:16:10"
0,232.60287,49.980351,0,"2016-07-06 16:16:11"
0,232.16665,49.983318,0,"2016-07-06 16:16:12"
0,232.28906,50.292008,0,"2016-07-06 16:16:13"
0,232.72862,49.969394,0,"2016-07-06 16:16:14"
0,232.03311,49.991845,0,"2016-07-06 16:16:15"
0,232.76200,49.975731,0,"2016-07-06 16:16:16"
0,233.44416,49.986504,0,"2016-07-06 16:16:18"
0,233.04021,49.984099,0,"2016-07-06 16:16:19"
0,233.63984,49.985848,0,"2016-07-06 16:16:20"
0,233.69120,49.976449,0,"2016-07-06 16:16:21"
0,233.29059,49.986441,0,"2016-07-06 16:16:22"
0,234.06614,50.000000,0,"2016-07-06 16:16:23"
0,233.76824,49.973233,0,"2016-07-06 16:16:24"
0,233.53198,49.987691,0,"2016-07-06 16:16:25"
0,233.48422,49.976542,0,"2016-07-06 16:16:26"
